id,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area,x,y
"6961","13225","1987",CA,USF,SHF,STRAUSE,"00000000",1987/08/30 00:00:00,1987/10/13 00:00:00,"1",,6180,8626.7587890625,"8","1","00000302",26451.3862200085,34911254.6663179,"-13702275","5012404"
"6973","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13642275","5012404"
"6974","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13637275","5012404"
"6975","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13632275","5012404"
"6976","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13627275","5012404"
"6977","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13622275","5012404"
"6981","4550","1944",CA,USF,SHF, ,"00000000",,,"1",,,4627.7333984375,,"1","00000632",22191.7067524919,18727772.2109453,"-13602275","5012404"
"6983","17412","2012",CA,USF,SHF,BAGLEY,"00002744",2012/08/18 00:00:00,2012/10/29 00:00:00,"1", ,46011,46040.1484375,"8","1",,88198.4392806488,186317873.448739,"-13592275","5012404"
"6984","17412","2012",CA,USF,SHF,BAGLEY,"00002744",2012/08/18 00:00:00,2012/10/29 00:00:00,"1", ,46011,46040.1484375,"8","1",,88198.4392806488,186317873.448739,"-13587275","5012404"
"6985","17412","2012",CA,USF,SHF,BAGLEY,"00002744",2012/08/18 00:00:00,2012/10/29 00:00:00,"1", ,46011,46040.1484375,"8","1",,88198.4392806488,186317873.448739,"-13582275","5012404"
"6989","16633","2009",CA,CDF,SHU,CHALK,"000102",2009/08/01 00:00:00,2009/09/01 00:00:00,"1", ,6923,6846.61962890625,"8","1","000102",31703.6184088666,27707285.9842733,"-13562275","5012404"
"6990","16633","2009",CA,CDF,SHU,CHALK,"000102",2009/08/01 00:00:00,2009/09/01 00:00:00,"1", ,6923,6846.61962890625,"8","1","000102",31703.6184088666,27707285.9842733,"-13557275","5012404"
"6996","12297","1982",CA,CDF,SHU,CHALK RESERVOIR,"00000000",1982/08/24 00:00:00,,"14",,,3559.103515625,,"1","00000039",16554.2777985939,14403181.2025755,"-13527275","5012404"
"6997","3321","1939",CA,USF,LNF, ,"00000000",,,"9",,,2458.67236328125,,"1","00000096",14847.582595727,9949893.57937166,"-13522275","5012404"
"6997","12297","1982",CA,CDF,SHU,CHALK RESERVOIR,"00000000",1982/08/24 00:00:00,,"14",,,3559.103515625,,"1","00000039",16554.2777985939,14403181.2025755,"-13522275","5012404"
"7005","1491","1920",CA,USF,MDF, ,"00000000",,,"1",,,6838.11083984375,,"1","00000059",27925.0078079873,27672852.7063929,"-13482275","5012404"
"7007","7766","1977",CA,USF,MDF,GERIGCOUGAR,"00000000",1977/08/02 00:00:00,1977/08/12 00:00:00,"1",,18870,21163.76953125,"8","1","00000172",64943.5194566342,85646738.4162122,"-13472275","5012404"
"7008","7766","1977",CA,USF,MDF,GERIGCOUGAR,"00000000",1977/08/02 00:00:00,1977/08/12 00:00:00,"1",,18870,21163.76953125,"8","1","00000172",64943.5194566342,85646738.4162122,"-13467275","5012404"
"7009","7766","1977",CA,USF,MDF,GERIGCOUGAR,"00000000",1977/08/02 00:00:00,1977/08/12 00:00:00,"1",,18870,21163.76953125,"8","1","00000172",64943.5194566342,85646738.4162122,"-13462275","5012404"
"7011","4560","1951",CA,CDF,LMU,WILLOW CREEK,"00000000",1951/09/12 00:00:00,,"9",,,1829.60693359375,,"1","00000031",11718.8360855873,7404156.63587484,"-13452275","5012404"
"7016","1762","1973",CA,USF,MDF,9 MILE,"00000000",1973/08/19 00:00:00,1973/08/22 00:00:00,"2",,21820,18726.958984375,"8","1","00000122",71784.678345091,75785317.1492256,"-13427275","5012404"
"7017","1762","1973",CA,USF,MDF,9 MILE,"00000000",1973/08/19 00:00:00,1973/08/22 00:00:00,"2",,21820,18726.958984375,"8","1","00000122",71784.678345091,75785317.1492256,"-13422275","5012404"
"7178","1275","1951",CA,CDF,HUU,THREE CREEKS,"00000000",1951/08/18 00:00:00,,"14",,,3093.61889648438,,"1","00000000",19654.8564097932,12519431.4052879,"-13772275","5007404"
"7183","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13747275","5007404"
"7184","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13742275","5007404"
"7184","18960","2015",CA,USF,SRF,GROVES,"002066",2015/07/30 00:00:00,2015/10/30 00:00:00,"1",River Complex #2066. No Contain Date in Firestat,6797.8,6803.03076171875,"3","1","00000046",52926.6130649254,27530887.8385983,"-13742275","5007404"
"7185","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13737275","5007404"
"7185","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13737275","5007404"
"7186","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13732275","5007404"
"7186","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13732275","5007404"
"7187","7620","1951",CA,USF,SHF, ,"00000000",,,"1",,,8289.224609375,,"1","00000098",33103.4880710341,33545300.6080176,"-13727275","5007404"
"7187","15436","2006",CA,USF,SHF,BAKE-OVEN,"00001693",2006/07/23 00:00:00,2006/11/30 00:00:00,"1", ,66113,65050.05078125,"7","1","00000165",123302.849682212,263248210.404424,"-13727275","5007404"
"7187","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13727275","5007404"
"7188","7620","1951",CA,USF,SHF, ,"00000000",,,"1",,,8289.224609375,,"1","00000098",33103.4880710341,33545300.6080176,"-13722275","5007404"
"7188","15436","2006",CA,USF,SHF,BAKE-OVEN,"00001693",2006/07/23 00:00:00,2006/11/30 00:00:00,"1", ,66113,65050.05078125,"7","1","00000165",123302.849682212,263248210.404424,"-13722275","5007404"
"7189","15436","2006",CA,USF,SHF,BAKE-OVEN,"00001693",2006/07/23 00:00:00,2006/11/30 00:00:00,"1", ,66113,65050.05078125,"7","1","00000165",123302.849682212,263248210.404424,"-13717275","5007404"
"7190","15436","2006",CA,USF,SHF,BAKE-OVEN,"00001693",2006/07/23 00:00:00,2006/11/30 00:00:00,"1", ,66113,65050.05078125,"7","1","00000165",123302.849682212,263248210.404424,"-13712275","5007404"
"7191","13225","1987",CA,USF,SHF,STRAUSE,"00000000",1987/08/30 00:00:00,1987/10/13 00:00:00,"1",,6180,8626.7587890625,"8","1","00000302",26451.3862200085,34911254.6663179,"-13707275","5007404"
"7192","15067","1987",CA,USF,SHF,BACKBONE,"00000000",1987/08/30 00:00:00,1987/09/17 00:00:00,"1",,830,1076.08984375,"8","1","00000301",10437.3012625547,4354781.07698142,"-13702275","5007404"
"7203","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13647275","5007404"
"7205","13942","1999",CA,USF,SHF,REPTILE,"00000000",1999/08/23 00:00:00,1999/10/05 00:00:00,"1",,1674,1667.85498046875,"8","1","00000130",14272.9532408653,6749569.59485937,"-13637275","5007404"
"7205","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13637275","5007404"
"7206","5131","1931",CA,USF,SHF, ,"00000000",,,"9",,,847.584228515625,,"1","00000664",9521.23910000672,3430051.74109584,"-13632275","5007404"
"7206","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13632275","5007404"
"7207","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13627275","5007404"
"7208","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13622275","5007404"
"7209","13943","1999",CA,USF,SHF,HIGH,"00000000",1999/08/23 00:00:00,1999/10/05 00:00:00,"1",,3085,3084.81640625,"8","1","00000110",21017.7850838089,12483809.2074463,"-13617275","5007404"
"7209","21026","2018",CA,USF,SHF,DELTA,"00001444",2018/09/05 00:00:00,,"9", ,63458,63505.609375,"3","1",,161397.765776659,256998084.031481,"-13617275","5007404"
"7212","6682","1939",CA,USF,SHF, ,"00000000",,,"1",,,1630.67126464844,,"1","00000627",10891.2594179975,6599092.29673971,"-13602275","5007404"
"7213","564","1949",CA,USF,SHF, ,"00000000",,,"1",,,977.580200195313,,"1","00000622",9537.20135633544,3956126.66081753,"-13597275","5007404"
"7213","3557","1932",CA,USF,SHF, ,"00000000",,,"14",,,3972.15625,,"1","00000726",18878.9807968722,16074745.5929197,"-13597275","5007404"
"7214","4551","1944",CA,USF,SHF, ,"00000000",,,"1",,,121.983467102051,,"1","00000510",3685.19053084603,493649.581723627,"-13592275","5007404"
"7215","17412","2012",CA,USF,SHF,BAGLEY,"00002744",2012/08/18 00:00:00,2012/10/29 00:00:00,"1", ,46011,46040.1484375,"8","1",,88198.4392806488,186317873.448739,"-13587275","5007404"
"7220","16633","2009",CA,CDF,SHU,CHALK,"000102",2009/08/01 00:00:00,2009/09/01 00:00:00,"1", ,6923,6846.61962890625,"8","1","000102",31703.6184088666,27707285.9842733,"-13562275","5007404"
"7220","20205","2017",CA,CDF,SHU,BERRY,"00009460",2017/09/12 00:00:00,2017/10/04 00:00:00,"1",,995,994.07275390625,"1","1",,12278.5225354718,4022869.72472878,"-13562275","5007404"
"7221","16632","2009",CA,CDF,SHU,GOOSE,"005594",2009/08/01 00:00:00,2009/10/20 00:00:00,"1", ,3449,3948.90649414063,"8","1","000100",23185.4515323824,15980657.7197118,"-13557275","5007404"
"7227","8216","1957",CA,CDF,SHU,HAT #1,"00000000",1957/08/24 00:00:00,,"14",,,1450.69152832031,,"1","00000146",11512.716662054,5870740.55107435,"-13527275","5007404"
"7228","3451","1911",CA,USF,LNF, ,"00000000",,,"14",,,3418.45947265625,,"1","00000004",15240.5285917971,13834014.2438244,"-13522275","5007404"
"7236","1491","1920",CA,USF,MDF, ,"00000000",,,"1",,,6838.11083984375,,"1","00000059",27925.0078079873,27672852.7063929,"-13482275","5007404"
"7237","7766","1977",CA,USF,MDF,GERIGCOUGAR,"00000000",1977/08/02 00:00:00,1977/08/12 00:00:00,"1",,18870,21163.76953125,"8","1","00000172",64943.5194566342,85646738.4162122,"-13477275","5007404"
"7238","7766","1977",CA,USF,MDF,GERIGCOUGAR,"00000000",1977/08/02 00:00:00,1977/08/12 00:00:00,"1",,18870,21163.76953125,"8","1","00000172",64943.5194566342,85646738.4162122,"-13472275","5007404"
"7247","1762","1973",CA,USF,MDF,9 MILE,"00000000",1973/08/19 00:00:00,1973/08/22 00:00:00,"2",,21820,18726.958984375,"8","1","00000122",71784.678345091,75785317.1492256,"-13427275","5007404"
"7252","12771","1959",CA,BLM,NOD,THREE PEAKS,"00000000",1959/07/20 00:00:00,,"14",,11930,12250.49609375,,"1","00000020",56515.6051525402,49575998.1762724,"-13402275","5007404"
"7254","16825","2010",CA,BLM,NOD,MCDONALD,"00003688",2010/07/26 00:00:00,2010/08/10 00:00:00,"1",final,9408,9406.033203125,"1","1",FNP8,66226.367902203,38064864.055378,"-13392275","5007404"
"7254","21342","2019",CA,BLM,NOD,W-1 MCDONALD,"00004382",2019/08/08 00:00:00,2019/08/12 00:00:00,"1",,1020,1020.32507324219,"7","1",,17562.3034197723,4129109.0728755,"-13392275","5007404"
"7259","18870","2015",CA,BLM,NOD,DODGE,"003806",2015/08/03 00:00:00,2015/08/17 00:00:00,"2",FIMT,10570,10517.5166015625,"2","1",,66614.2176752113,42562880.9236719,"-13367275","5007404"
"7260","10420","1979",CA,BLM,NOD, ,"00000000",,,"14",,,1452.04028320313,,"1","00000000",34782.679601949,5876198.63884549,"-13362275","5007404"
"7260","18870","2015",CA,BLM,NOD,DODGE,"003806",2015/08/03 00:00:00,2015/08/17 00:00:00,"2",FIMT,10570,10517.5166015625,"2","1",,66614.2176752113,42562880.9236719,"-13362275","5007404"
"7408","6402","1950",CA,USF,SRF,H. E. LOCKEN,"00000000",1950/07/26 00:00:00,,"2",,,477.538482666016,,"1","00300181",4934.24029508525,1932529.67543173,"-13777275","5002404"
"7414","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13747275","5002404"
"7415","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13742275","5002404"
"7415","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13742275","5002404"
"7416","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13737275","5002404"
"7416","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13737275","5002404"
"7417","3303","1999",CA,USF,SHF,ONION,"00000000",1999/08/23 00:00:00,1999/09/01 00:00:00,"1",,15949,15960.951171875,"8","1","00000117",57040.2641982528,64591678.9768872,"-13732275","5002404"
"7417","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13732275","5002404"
"7418","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13727275","5002404"
"7419","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13722275","5002404"
"7421","15436","2006",CA,USF,SHF,BAKE-OVEN,"00001693",2006/07/23 00:00:00,2006/11/30 00:00:00,"1", ,66113,65050.05078125,"7","1","00000165",123302.849682212,263248210.404424,"-13712275","5002404"
"7422","15435","2006",CA,USF,SHF,PIGEON,"00001693",2006/09/02 00:00:00,2006/10/10 00:00:00,"9",Part of the Bar Complex,35101,35093.765625,"7","1","00000177",85355.1363855702,142019434.368416,"-13707275","5002404"
"7438","2692","1952",CA,USF,SHF, ,"00000000",,,"9",,,830.813842773438,,"1","00000656",9533.61621874998,3362184.40738098,"-13627275","5002404"
"7441","21030","2018",CA,USF,SHF,MOORE,"00001224",2018/08/09 00:00:00,2018/09/15 00:00:00,"9","This fire became part of the Hirz fire; cause und*",5570,5574.37939453125,"8","1",,22018.8369420664,22558713.6430147,"-13612275","5002404"
"7457","4519","1944",CA,USF,LNF, ,"00000000",,,"9",,,2371.08325195313,,"1","00000090",15749.8211524663,9595433.39014106,"-13532275","5002404"
"7457","4614","1920",CA,USF,LNF, ,"00000000",,,"1",,,7499.0673828125,,"1","00002257",28449.9746214653,30347649.2732482,"-13532275","5002404"
"7458","16638","2009",CA,CDF,SHU,CASSEL,"005594",2009/08/02 00:00:00,2009/08/17 00:00:00,"1",PART OF 09 SHU LIGHTNING COMPLEX,17623,6098.18603515625,"7","1",E3ZN,23751.8850699785,24678484.1970501,"-13527275","5002404"
"7459","16638","2009",CA,CDF,SHU,CASSEL,"005594",2009/08/02 00:00:00,2009/08/17 00:00:00,"1",PART OF 09 SHU LIGHTNING COMPLEX,17623,6098.18603515625,"7","1",E3ZN,23751.8850699785,24678484.1970501,"-13522275","5002404"
"7460","4017","1910",CA,USF,LNF, ,"00000000",,,"14",,,18928.94140625,,"1","00000006",45622.9450044372,76602705.7885031,"-13517275","5002404"
"7461","16316","2008",CA,CDF,LNF,PETERSON,"00000046",2008/06/21 00:00:00,2008/07/01 00:00:00,"1",AKA Peterson-Popcorn,2750,8021.8544921875,"8","1","00000046",40443.1524639858,32463294.2331953,"-13512275","5002404"
"7462","16316","2008",CA,CDF,LNF,PETERSON,"00000046",2008/06/21 00:00:00,2008/07/01 00:00:00,"1",AKA Peterson-Popcorn,2750,8021.8544921875,"8","1","00000046",40443.1524639858,32463294.2331953,"-13507275","5002404"
"7463","17818","2014",CA,USF,LNF,BALD,"003479",2014/07/30 00:00:00,2014/08/15 00:00:00,"1",<Null>,39751,39752.1953125,"7","1",,87227.3724099853,160871423.814079,"-13502275","5002404"
"7469","7766","1977",CA,USF,MDF,GERIGCOUGAR,"00000000",1977/08/02 00:00:00,1977/08/12 00:00:00,"1",,18870,21163.76953125,"8","1","00000172",64943.5194566342,85646738.4162122,"-13472275","5002404"
"7474","5819","1931",CA,USF,MDF, ,"00000000",,,"9",,,3373.11694335938,,"1","00000063",18075.8844073414,13650519.914508,"-13447275","5002404"
"7482","12771","1959",CA,BLM,NOD,THREE PEAKS,"00000000",1959/07/20 00:00:00,,"14",,11930,12250.49609375,,"1","00000020",56515.6051525402,49575998.1762724,"-13407275","5002404"
"7483","12771","1959",CA,BLM,NOD,THREE PEAKS,"00000000",1959/07/20 00:00:00,,"14",,11930,12250.49609375,,"1","00000020",56515.6051525402,49575998.1762724,"-13402275","5002404"
"7483","16825","2010",CA,BLM,NOD,MCDONALD,"00003688",2010/07/26 00:00:00,2010/08/10 00:00:00,"1",final,9408,9406.033203125,"1","1",FNP8,66226.367902203,38064864.055378,"-13402275","5002404"
"7484","16825","2010",CA,BLM,NOD,MCDONALD,"00003688",2010/07/26 00:00:00,2010/08/10 00:00:00,"1",final,9408,9406.033203125,"1","1",FNP8,66226.367902203,38064864.055378,"-13397275","5002404"
"7490","18870","2015",CA,BLM,NOD,DODGE,"003806",2015/08/03 00:00:00,2015/08/17 00:00:00,"2",FIMT,10570,10517.5166015625,"2","1",,66614.2176752113,42562880.9236719,"-13367275","5002404"
"7491","18870","2015",CA,BLM,NOD,DODGE,"003806",2015/08/03 00:00:00,2015/08/17 00:00:00,"2",FIMT,10570,10517.5166015625,"2","1",,66614.2176752113,42562880.9236719,"-13362275","5002404"
"7645","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13747275","4997404"
"7646","3304","1999",CA,USF,SHF,MEGRAM,"00000000",1999/08/23 00:00:00,1999/11/03 00:00:00,"1",,124898,125072.53125,"8","1","00000123",213906.385098616,506150571.872161,"-13742275","4997404"
"7646","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13742275","4997404"
"7647","3303","1999",CA,USF,SHF,ONION,"00000000",1999/08/23 00:00:00,1999/09/01 00:00:00,"1",,15949,15960.951171875,"8","1","00000117",57040.2641982528,64591678.9768872,"-13737275","4997404"
"7647","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13737275","4997404"
"7648","3303","1999",CA,USF,SHF,ONION,"00000000",1999/08/23 00:00:00,1999/09/01 00:00:00,"1",,15949,15960.951171875,"8","1","00000117",57040.2641982528,64591678.9768872,"-13732275","4997404"
"7648","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13732275","4997404"
"7649","18991","2015",CA,USF,SHF,HAPPY,"002066",2015/07/30 00:00:00,2015/08/08 00:00:00,"1",GeoMAC says River Comlpex #2066 Individual fire inci number unknown,1800,68095.2421875,"3","1","00000149",216447.494892735,275571671.869407,"-13727275","4997404"
"7650","16412","2008",CA,USF,SHF,BUCKHORN,,2008/06/21 00:00:00,2008/07/31 00:00:00,"1",Iron Complex,31419,29814.30859375,"7","1","00000188",136583.059344558,120654228.873991,"-13722275","4997404"
"7651","16412","2008",CA,USF,SHF,BUCKHORN,,2008/06/21 00:00:00,2008/07/31 00:00:00,"1",Iron Complex,31419,29814.30859375,"7","1","00000188",136583.059344558,120654228.873991,"-13717275","4997404"
"7652","15435","2006",CA,USF,SHF,PIGEON,"00001693",2006/09/02 00:00:00,2006/10/10 00:00:00,"9",Part of the Bar Complex,35101,35093.765625,"7","1","00000177",85355.1363855702,142019434.368416,"-13712275","4997404"
"7653","15435","2006",CA,USF,SHF,PIGEON,"00001693",2006/09/02 00:00:00,2006/10/10 00:00:00,"9",Part of the Bar Complex,35101,35093.765625,"7","1","00000177",85355.1363855702,142019434.368416,"-13707275","4997404"
"7654","1582","1922",CA,USF,SHF, ,"00000000",,,"1",,,256.496978759766,,"1","00000013",4353.9095086539,1038006.39323554,"-13702275","4997404"
"7655","13226","1987",CA,USF,SHF,RIPSTEIN,"00000000",1987/08/30 00:00:00,1987/09/26 00:00:00,"1",,2262,4088.89819335938,"8","1","00000298",18931.4383308646,16547183.5516175,"-13697275","4997404"
"7656","1893","1931",CA,USF,SHF, ,"00000000",,,"9",,,1347.49157714844,,"1","00000054",9391.10422105923,5453104.70682026,"-13692275","4997404"
"7665","20788","2018",CA,CDF,SHU,CARR ,"00007808",2018/07/23 00:00:00,2018/09/01 00:00:00,"10", ,229651,229651.40625,"1","1",,390420.595366707,929366240.80612,"-13647275","4997404"
"7666","20788","2018",CA,CDF,SHU,CARR ,"00007808",2018/07/23 00:00:00,2018/09/01 00:00:00,"10", ,229651,229651.40625,"1","1",,390420.595366707,929366240.80612,"-13642275","4997404"
"7667","11238","1999",CA,USF,SHF,SHEEP #1,"00000000",1999/08/23 00:00:00,1999/09/19 00:00:00,"1",,1280,12400.056640625,"8","1","00000119",40777.7641959804,50181248.3876629,"-13637275","4997404"
"7667","20788","2018",CA,CDF,SHU,CARR ,"00007808",2018/07/23 00:00:00,2018/09/01 00:00:00,"10", ,229651,229651.40625,"1","1",,390420.595366707,929366240.80612,"-13637275","4997404"
"7682","11308","1992",CA,CDF,SHU,FOUNTAIN,"00004733",1992/08/20 00:00:00,,"7",,,60290.14453125,,"1","00000588",94406.5696489184,243985565.992401,"-13562275","4997404"
"7683","11308","1992",CA,CDF,SHU,FOUNTAIN,"00004733",1992/08/20 00:00:00,,"7",,,60290.14453125,,"1","00000588",94406.5696489184,243985565.992401,"-13557275","4997404"
"7684","11308","1992",CA,CDF,SHU,FOUNTAIN,"00004733",1992/08/20 00:00:00,,"7",,,60290.14453125,,"1","00000588",94406.5696489184,243985565.992401,"-13552275","4997404"
"7685","11308","1992",CA,CDF,SHU,FOUNTAIN,"00004733",1992/08/20 00:00:00,,"7",,,60290.14453125,,"1","00000588",94406.5696489184,243985565.992401,"-13547275","4997404"
"7688","4614","1920",CA,USF,LNF, ,"00000000",,,"1",,,7499.0673828125,,"1","00002257",28449.9746214653,30347649.2732482,"-13532275","4997404"
"7691","4017","1910",CA,USF,LNF, ,"00000000",,,"14",,,18928.94140625,,"1","00000006",45622.9450044372,76602705.7885031,"-13517275","4997404"
"7692","4017","1910",CA,USF,LNF, ,"00000000",,,"14",,,18928.94140625,,"1","00000006",45622.9450044372,76602705.7885031,"-13512275","4997404"
"7692","17818","2014",CA,USF,LNF,BALD,"003479",2014/07/30 00:00:00,2014/08/15 00:00:00,"1",<Null>,39751,39752.1953125,"7","1",,87227.3724099853,160871423.814079,"-13512275","4997404"
"7693","16316","2008",CA,CDF,LNF,PETERSON,"00000046",2008/06/21 00:00:00,2008/07/01 00:00:00,"1",AKA Peterson-Popcorn,2750,8021.8544921875,"8","1","00000046",40443.1524639858,32463294.2331953,"-13507275","4997404"
"7693","17818","2014",CA,USF,LNF,BALD,"003479",2014/07/30 00:00:00,2014/08/15 00:00:00,"1",<Null>,39751,39752.1953125,"7","1",,87227.3724099853,160871423.814079,"-13507275","4997404"
"7694","17818","2014",CA,USF,LNF,BALD,"003479",2014/07/30 00:00:00,2014/08/15 00:00:00,"1",<Null>,39751,39752.1953125,"7","1",,87227.3724099853,160871423.814079,"-13502275","4997404"
"7695","4696","1942",CA,USF,LNF, ,"00000000",,,"9",,,545.579162597656,,"1","00000034",6815.68991854218,2207880.46330288,"-13497275","4997404"
"7695","17818","2014",CA,USF,LNF,BALD,"003479",2014/07/30 00:00:00,2014/08/15 00:00:00,"1",<Null>,39751,39752.1953125,"7","1",,87227.3724099853,160871423.814079,"-13497275","4997404"
"7698","14369","2004",CA,BLM,NOD,LMU DIXIE,"00000000",2004/07/07 00:00:00,2004/07/09 00:00:00,"1",,123,118.623947143555,"7","1",0000A7BT,5716.5678013182,480054.089602528,"-13482275","4997404"
"7700","6806","1981",CA,USF,MDF,THREE,"00000000",1981/08/17 00:00:00,1981/08/19 00:00:00,"1",,690,688.601196289063,"8","1","00000037",7570.43348324812,2786670.15359543,"-13472275","4997404"
"7704","16098","2008",CA,CDF,LMU,CORRAL FIRE,"002759",2008/06/23 00:00:00,2008/07/21 00:00:00,"1",,,12434.2890625,"2",,,44557.6982288222,50319780.5954942,"-13452275","4997404"
"7723","10416","1954",CA,BLM,NOD, ,"00000000",1954/10/06 00:00:00,,"3",,2200,2200.62768554688,,"1","00000000",17490.3392593203,8905623.96969422,"-13357275","4997404"
"7723","17383","2012",CA,BLM,NOD,RUSH,"00003490",2012/08/12 00:00:00,2012/10/22 00:00:00,"1", ,315577,315511.5,"3","1",,414346.362959793,1276829696.34816,"-13357275","4997404"
