id,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area,x,y
"12","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13797275","5162404"
"13","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13792275","5162404"
"14","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13787275","5162404"
"28","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13717275","5162404"
"29","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13712275","5162404"
"37","9119","1955",CA,USF,KNF,STERLING MTN,"00000000",1955/09/04 00:00:00,,"1",,,910.996459960938,,"1","00000133",9429.79940926816,3686671.8762261,"-13672275","5162404"
"49","17785","2014",OR,OTH,,OREGON GULCH,"005589",2014/07/30 00:00:00,2014/08/13 00:00:00,"1",Oregon Department of Forestry,35105.2137,35111.24609375,"7","1",,68063.0358962945,142090171.531656,"-13612275","5162404"
"50","17785","2014",OR,OTH,,OREGON GULCH,"005589",2014/07/30 00:00:00,2014/08/13 00:00:00,"1",Oregon Department of Forestry,35105.2137,35111.24609375,"7","1",,68063.0358962945,142090171.531656,"-13607275","5162404"
"51","17785","2014",OR,OTH,,OREGON GULCH,"005589",2014/07/30 00:00:00,2014/08/13 00:00:00,"1",Oregon Department of Forestry,35105.2137,35111.24609375,"7","1",,68063.0358962945,142090171.531656,"-13602275","5162404"
"84","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13437275","5162404"
"85","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13432275","5162404"
"88","149","2007",CA,USF,MDF,FLETCHER,"00000055",2007/07/10 00:00:00,2007/08/04 00:00:00,"1", ,8121,8081.95654296875,"1","1","00000055",41625.7969423477,32706518.2087945,"-13417275","5162404"
"107","17868","2014",NV,BLM,NOD,MALT,"003320",2014/07/23 00:00:00,2014/07/28 00:00:00,"1",,1054,1062.86401367188,"2","1",,12624.6184308644,4301258.14252385,"-13322275","5162404"
"240","1873","1915",CA,USF,SRF,N/A,"00000000",1915/09/07 00:00:00,,"5",,,1643.00708007813,,"1","00000028",9493.36013365979,6649013.96970302,"-13812275","5157404"
"242","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13802275","5157404"
"243","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13797275","5157404"
"244","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13792275","5157404"
"245","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13787275","5157404"
"256","20551","2017",CA,USF,KNF,CEDAR,"00005915",2017/08/08 00:00:00,2017/10/10 00:00:00,"1",CONT_DATE est from Inciweb/IRWIN - Eclipse Complex four mile merged,6939,9129.376953125,"3","1",,80966.5744050779,36945277.5562283,"-13732275","5157404"
"261","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13707275","5157404"
"262","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13702275","5157404"
"263","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13697275","5157404"
"268","4263","1924",CA,USF,KNF,WEST FORK,"00000000",1924/07/26 00:00:00,,"3",,,6307.5146484375,,"1","00000314",21395.1677468366,25525606.9599718,"-13672275","5157404"
"280","17785","2014",OR,OTH,,OREGON GULCH,"005589",2014/07/30 00:00:00,2014/08/13 00:00:00,"1",Oregon Department of Forestry,35105.2137,35111.24609375,"7","1",,68063.0358962945,142090171.531656,"-13612275","5157404"
"281","6010","1957",CA,USF,KNF,BOGUS ESCAPE,"00000000",1957/09/24 00:00:00,,"9",,,10738.072265625,,"1","00000081",41694.6988208587,43455435.3292135,"-13607275","5157404"
"281","17785","2014",OR,OTH,,OREGON GULCH,"005589",2014/07/30 00:00:00,2014/08/13 00:00:00,"1",Oregon Department of Forestry,35105.2137,35111.24609375,"7","1",,68063.0358962945,142090171.531656,"-13607275","5157404"
"315","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13437275","5157404"
"316","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13432275","5157404"
"317","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13427275","5157404"
"319","149","2007",CA,USF,MDF,FLETCHER,"00000055",2007/07/10 00:00:00,2007/08/04 00:00:00,"1", ,8121,8081.95654296875,"1","1","00000055",41625.7969423477,32706518.2087945,"-13417275","5157404"
"330","2969","1926",CA,USF,MDF,FORT BIDWELL,"00000000",1926/07/16 00:00:00,,"9",,,13100.943359375,,"1","00000055",41193.0951813838,53017637.8816691,"-13362275","5157404"
"473","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13802275","5152404"
"474","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13797275","5152404"
"475","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13792275","5152404"
"478","693","1917",CA,USF,SRF,N/A,"00000000",1917/09/29 00:00:00,,"5",,,2970.01025390625,,"1","00000077",22261.0634398467,12019205.4283518,"-13777275","5152404"
"479","693","1917",CA,USF,SRF,N/A,"00000000",1917/09/29 00:00:00,,"5",,,2970.01025390625,,"1","00000077",22261.0634398467,12019205.4283518,"-13772275","5152404"
"483","21080","2018",CA,USF,RRS,NATCHEZ,"00000348",2018/10/19 00:00:00,2018/12/18 00:00:00,"14",,,38117.8515625,"7","1",,171770.492163957,154257479.006424,"-13752275","5152404"
"488","20551","2017",CA,USF,KNF,CEDAR,"00005915",2017/08/08 00:00:00,2017/10/10 00:00:00,"1",CONT_DATE est from Inciweb/IRWIN - Eclipse Complex four mile merged,6939,9129.376953125,"3","1",,80966.5744050779,36945277.5562283,"-13727275","5152404"
"489","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13722275","5152404"
"489","17268","2012",CA,USF,KNF,GOFF,"00005659",2012/08/05 00:00:00,2012/10/01 00:00:00,"1",part of the Fort Complex ,22283,22266.9453125,"7","1",,124425.159486168,90111126.9518489,"-13722275","5152404"
"490","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13717275","5152404"
"491","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13712275","5152404"
"492","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13707275","5152404"
"493","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13702275","5152404"
"499","4263","1924",CA,USF,KNF,WEST FORK,"00000000",1924/07/26 00:00:00,,"3",,,6307.5146484375,,"1","00000314",21395.1677468366,25525606.9599718,"-13672275","5152404"
"500","17850","2014",CA,USF,KNF,BEAVER,"005497",2014/07/30 00:00:00,2014/10/08 00:00:00,"1",Merged with Cleghorn #5496,32496,32493.396484375,"7","1",,137501.8145021,131496109.64473,"-13667275","5152404"
"507","14683","2004",CA,CDF,SKU,IRONGATE,"00003140",2004/07/24 00:00:00,2004/07/28 00:00:00,"1",,2400,2241.97729492188,"2","1","00000272",17348.7350855644,9072960.17727114,"-13632275","5152404"
"508","6263","1992",CA,CDF,SKU,LAKEVIEW,"00000235",1992/07/28 00:00:00,,"14",,,349.739654541016,,"1","00000000",4687.61993183315,1415346.18255604,"-13627275","5152404"
"511","6010","1957",CA,USF,KNF,BOGUS ESCAPE,"00000000",1957/09/24 00:00:00,,"9",,,10738.072265625,,"1","00000081",41694.6988208587,43455435.3292135,"-13612275","5152404"
"511","14293","1926",CA,USF,KNF, ,"00000000",,,"14",,,24007.94921875,,"1","00000012",44913.8883107108,97156725.3385098,"-13612275","5152404"
"512","14293","1926",CA,USF,KNF, ,"00000000",,,"14",,,24007.94921875,,"1","00000012",44913.8883107108,97156725.3385098,"-13607275","5152404"
"543","20602","2017",CA,USF,MDF,STEELE,"00000776",2017/07/26 00:00:00,2017/08/13 00:00:00,"1",<Null>,45690.4,45704.01171875,"3","1",,156915.517546867,184957568.979229,"-13452275","5152404"
"546","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13437275","5152404"
"547","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13432275","5152404"
"548","12873","1984",CA,USF,MDF,RAIL,"00000000",1984/08/13 00:00:00,1984/08/16 00:00:00,"2",,4000,3961.97680664063,"8","1","00000094",21626.620369398,16033550.9998943,"-13427275","5152404"
"548","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13427275","5152404"
"549","149","2007",CA,USF,MDF,FLETCHER,"00000055",2007/07/10 00:00:00,2007/08/04 00:00:00,"1", ,8121,8081.95654296875,"1","1","00000055",41625.7969423477,32706518.2087945,"-13422275","5152404"
"560","2969","1926",CA,USF,MDF,FORT BIDWELL,"00000000",1926/07/16 00:00:00,,"9",,,13100.943359375,,"1","00000055",41193.0951813838,53017637.8816691,"-13367275","5152404"
"566","360","2005",CA,BLM,NOD,BARREL,"00003444",2005/08/22 00:00:00,2005/09/09 00:00:00,"1",,24800,24410.216796875,"2","1","00003444",85430.5095038208,98784644.4290199,"-13337275","5152404"
"704","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13802275","5147404"
"705","10195","2002",CA,USF,PNF,BISCUIT,"00000000",2002/07/13 00:00:00,2002/11/08 00:00:00,"1",,499945,501082.03125,"8","1","00000003",403257.735458066,2027806990.79122,"-13797275","5147404"
"714","21080","2018",CA,USF,RRS,NATCHEZ,"00000348",2018/10/19 00:00:00,2018/12/18 00:00:00,"14",,,38117.8515625,"7","1",,171770.492163957,154257479.006424,"-13752275","5147404"
"719","9456","1987",CA,USF,KNF,THOMPSON,"00000000",1987/08/30 00:00:00,1987/10/20 00:00:00,"1",,18180,8908.4970703125,"8","1","00000306",49485.8346927612,36051409.9407561,"-13727275","5147404"
"719","20551","2017",CA,USF,KNF,CEDAR,"00005915",2017/08/08 00:00:00,2017/10/10 00:00:00,"1",CONT_DATE est from Inciweb/IRWIN - Eclipse Complex four mile merged,6939,9129.376953125,"3","1",,80966.5744050779,36945277.5562283,"-13727275","5147404"
"720","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13722275","5147404"
"720","17268","2012",CA,USF,KNF,GOFF,"00005659",2012/08/05 00:00:00,2012/10/01 00:00:00,"1",part of the Fort Complex ,22283,22266.9453125,"7","1",,124425.159486168,90111126.9518489,"-13722275","5147404"
"721","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13717275","5147404"
"721","17268","2012",CA,USF,KNF,GOFF,"00005659",2012/08/05 00:00:00,2012/10/01 00:00:00,"1",part of the Fort Complex ,22283,22266.9453125,"7","1",,124425.159486168,90111126.9518489,"-13717275","5147404"
"722","2651","1951",CA,USF,KNF,THREE DEVILS,"00000000",1951/08/18 00:00:00,,"1",,,10487.111328125,,"1","00000085",29519.692160964,42439832.4317382,"-13712275","5147404"
"723","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13707275","5147404"
"723","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13707275","5147404"
"724","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13702275","5147404"
"724","20708","2017",CA,USF,RRS,ABNEY,"00000568",2017/08/10 00:00:00,2018/01/10 00:00:00,"1","Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,"8","1",,129429.671811463,133114307.076367,"-13702275","5147404"
"726","9037","1977",CA,USF,KNF,BUCKHORN,"00000000",1977/03/14 00:00:00,,"5",,,3486.78955078125,,"1","00000007",18205.1547944733,14110536.5970906,"-13692275","5147404"
"726","19353","2016",CA,USF,KNF,GAP,"007501",2016/08/27 00:00:00,,"7",,30696,33011.44140625,"3","1",,186697.492348094,133592559.832285,"-13692275","5147404"
"727","19353","2016",CA,USF,KNF,GAP,"007501",2016/08/27 00:00:00,,"7",,30696,33011.44140625,"3","1",,186697.492348094,133592559.832285,"-13687275","5147404"
"729","9122","1955",CA,USF,KNF,DUTCH CREEK,"00000000",1955/09/04 00:00:00,,"1",,,17922.220703125,,"1","00000152",42253.9426498678,72528655.692388,"-13677275","5147404"
"729","17850","2014",CA,USF,KNF,BEAVER,"005497",2014/07/30 00:00:00,2014/10/08 00:00:00,"1",Merged with Cleghorn #5496,32496,32493.396484375,"7","1",,137501.8145021,131496109.64473,"-13677275","5147404"
"730","9122","1955",CA,USF,KNF,DUTCH CREEK,"00000000",1955/09/04 00:00:00,,"1",,,17922.220703125,,"1","00000152",42253.9426498678,72528655.692388,"-13672275","5147404"
"730","17850","2014",CA,USF,KNF,BEAVER,"005497",2014/07/30 00:00:00,2014/10/08 00:00:00,"1",Merged with Cleghorn #5496,32496,32493.396484375,"7","1",,137501.8145021,131496109.64473,"-13672275","5147404"
"731","9122","1955",CA,USF,KNF,DUTCH CREEK,"00000000",1955/09/04 00:00:00,,"1",,,17922.220703125,,"1","00000152",42253.9426498678,72528655.692388,"-13667275","5147404"
"731","17850","2014",CA,USF,KNF,BEAVER,"005497",2014/07/30 00:00:00,2014/10/08 00:00:00,"1",Merged with Cleghorn #5496,32496,32493.396484375,"7","1",,137501.8145021,131496109.64473,"-13667275","5147404"
"741","7095","1943",CA,USF,KNF, ,"00000000",,,"14",,,414.197662353516,,"1","00000037",6098.56204306383,1676198.43633942,"-13617275","5147404"
"741","14293","1926",CA,USF,KNF, ,"00000000",,,"14",,,24007.94921875,,"1","00000012",44913.8883107108,97156725.3385098,"-13617275","5147404"
"742","6010","1957",CA,USF,KNF,BOGUS ESCAPE,"00000000",1957/09/24 00:00:00,,"9",,,10738.072265625,,"1","00000081",41694.6988208587,43455435.3292135,"-13612275","5147404"
"742","14293","1926",CA,USF,KNF, ,"00000000",,,"14",,,24007.94921875,,"1","00000012",44913.8883107108,97156725.3385098,"-13612275","5147404"
"743","14293","1926",CA,USF,KNF, ,"00000000",,,"14",,,24007.94921875,,"1","00000012",44913.8883107108,97156725.3385098,"-13607275","5147404"
"744","888","1919",CA,USF,KNF, ,"00000000",,,"14",,,1387.80432128906,,"1","00000033",9170.83233215918,5616244.86615637,"-13602275","5147404"
"757","14163","1998",CA,USF,MDF,REFUGE,"00000000",1998/08/04 00:00:00,1998/08/07 00:00:00,"2",,9700,9674.9541015625,"8","1","00000034",36636.0227208013,39153151.0485088,"-13537275","5147404"
"763","710","1945",CA,USF,MDF,JAP CAMP,"00000000",1945/07/19 00:00:00,,"9",,,341.891479492188,,"1","00000029",8918.47530358423,1383585.68820291,"-13507275","5147404"
"764","15246","1996",CA,USF,MDF,HORSE,"00000000",1996/08/10 00:00:00,1996/08/13 00:00:00,"1",,2465,2764.00219726563,"8","1","00000044",17098.2049212178,11185519.565675,"-13502275","5147404"
"765","3888","1936",CA,USF,MDF,CORNELL,"00000000",1936/08/13 00:00:00,,"9",,,22050.212890625,,"1","00000055",73424.6092669842,89234043.2687732,"-13497275","5147404"
"771","20602","2017",CA,USF,MDF,STEELE,"00000776",2017/07/26 00:00:00,2017/08/13 00:00:00,"1",<Null>,45690.4,45704.01171875,"3","1",,156915.517546867,184957568.979229,"-13467275","5147404"
"772","20602","2017",CA,USF,MDF,STEELE,"00000776",2017/07/26 00:00:00,2017/08/13 00:00:00,"1",<Null>,45690.4,45704.01171875,"3","1",,156915.517546867,184957568.979229,"-13462275","5147404"
"773","20602","2017",CA,USF,MDF,STEELE,"00000776",2017/07/26 00:00:00,2017/08/13 00:00:00,"1",<Null>,45690.4,45704.01171875,"3","1",,156915.517546867,184957568.979229,"-13457275","5147404"
"774","13512","2001",CA,USF,MDF,ROCK,"00000000",2001/08/08 00:00:00,2001/08/17 00:00:00,"1",,1313,1313.05249023438,"8","1","00000131",22719.2385515591,5313734.70236245,"-13452275","5147404"
"774","20602","2017",CA,USF,MDF,STEELE,"00000776",2017/07/26 00:00:00,2017/08/13 00:00:00,"1",<Null>,45690.4,45704.01171875,"3","1",,156915.517546867,184957568.979229,"-13452275","5147404"
"775","20602","2017",CA,USF,MDF,STEELE,"00000776",2017/07/26 00:00:00,2017/08/13 00:00:00,"1",<Null>,45690.4,45704.01171875,"3","1",,156915.517546867,184957568.979229,"-13447275","5147404"
"776","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13442275","5147404"
"777","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13437275","5147404"
"778","12873","1984",CA,USF,MDF,RAIL,"00000000",1984/08/13 00:00:00,1984/08/16 00:00:00,"2",,4000,3961.97680664063,"8","1","00000094",21626.620369398,16033550.9998943,"-13432275","5147404"
"778","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13432275","5147404"
"779","17486","2012",OR,USF,FNF,BARRY POINT ,"00120680",2012/08/06 00:00:00,2012/09/17 00:00:00,"1",OR-FWF-120680 this line is a combo of firelines and fire edges,93071,92944.53125,"7","1",,185385.39552218,376133171.451675,"-13427275","5147404"
"790","2969","1926",CA,USF,MDF,FORT BIDWELL,"00000000",1926/07/16 00:00:00,,"9",,,13100.943359375,,"1","00000055",41193.0951813838,53017637.8816691,"-13372275","5147404"
"790","13114","1995",CA,BLM,NOD, ,"00000000",1995/09/15 00:00:00,,"1",,346,349.615753173828,,"1","0000D525",8260.73305562141,1414844.7155431,"-13372275","5147404"
"790","17066","2011",CA,BLM,NOD,ANNIE,"00003546",2011/08/18 00:00:00,2011/08/26 00:00:00,"14",,2076,2075.77978515625,"1","1",,13645.6246038866,8400383.14110189,"-13372275","5147404"
"791","2969","1926",CA,USF,MDF,FORT BIDWELL,"00000000",1926/07/16 00:00:00,,"9",,,13100.943359375,,"1","00000055",41193.0951813838,53017637.8816691,"-13367275","5147404"
"798","360","2005",CA,BLM,NOD,BARREL,"00003444",2005/08/22 00:00:00,2005/09/09 00:00:00,"1",,24800,24410.216796875,"2","1","00003444",85430.5095038208,98784644.4290199,"-13332275","5147404"
"941","18955","2015",CA,USF,SRF,BEAR,"001488",2015/07/31 00:00:00,2015/10/31 00:00:00,"1",Gasquet Complex #1488. Individual fire inci number unknown,11609,11616.880859375,"3","1","00000066",61419.99614674,47011847.3565248,"-13772275","5142404"
"944","21080","2018",CA,USF,RRS,NATCHEZ,"00000348",2018/10/19 00:00:00,2018/12/18 00:00:00,"14",,,38117.8515625,"7","1",,171770.492163957,154257479.006424,"-13757275","5142404"
"945","21080","2018",CA,USF,RRS,NATCHEZ,"00000348",2018/10/19 00:00:00,2018/12/18 00:00:00,"14",,,38117.8515625,"7","1",,171770.492163957,154257479.006424,"-13752275","5142404"
"946","21080","2018",CA,USF,RRS,NATCHEZ,"00000348",2018/10/19 00:00:00,2018/12/18 00:00:00,"14",,,38117.8515625,"7","1",,171770.492163957,154257479.006424,"-13747275","5142404"
"949","520","1966",CA,USF,KNF,INDIAN RIDGE,"00000000",1966/09/05 00:00:00,,"7",,,11743.6767578125,,"1","00000148",40904.8216442701,47524972.492219,"-13732275","5142404"
"950","520","1966",CA,USF,KNF,INDIAN RIDGE,"00000000",1966/09/05 00:00:00,,"7",,,11743.6767578125,,"1","00000148",40904.8216442701,47524972.492219,"-13727275","5142404"
"950","9456","1987",CA,USF,KNF,THOMPSON,"00000000",1987/08/30 00:00:00,1987/10/20 00:00:00,"1",,18180,8908.4970703125,"8","1","00000306",49485.8346927612,36051409.9407561,"-13727275","5142404"
"951","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13722275","5142404"
"952","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13717275","5142404"
"952","17268","2012",CA,USF,KNF,GOFF,"00005659",2012/08/05 00:00:00,2012/10/01 00:00:00,"1",part of the Fort Complex ,22283,22266.9453125,"7","1",,124425.159486168,90111126.9518489,"-13717275","5142404"
"953","2651","1951",CA,USF,KNF,THREE DEVILS,"00000000",1951/08/18 00:00:00,,"1",,,10487.111328125,,"1","00000085",29519.692160964,42439832.4317382,"-13712275","5142404"
"953","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13712275","5142404"
"953","17268","2012",CA,USF,KNF,GOFF,"00005659",2012/08/05 00:00:00,2012/10/01 00:00:00,"1",part of the Fort Complex ,22283,22266.9453125,"7","1",,124425.159486168,90111126.9518489,"-13712275","5142404"
"954","2651","1951",CA,USF,KNF,THREE DEVILS,"00000000",1951/08/18 00:00:00,,"1",,,10487.111328125,,"1","00000085",29519.692160964,42439832.4317382,"-13707275","5142404"
"954","7838","1987",CA,USF,KNF,FORT/COPPER,"00000000",1987/08/30 00:00:00,1987/10/07 00:00:00,"1",,26840,30975.404296875,"8","1","00000245",63677.6671815244,125353010.377868,"-13707275","5142404"
"954","17268","2012",CA,USF,KNF,GOFF,"00005659",2012/08/05 00:00:00,2012/10/01 00:00:00,"1",part of the Fort Complex ,22283,22266.9453125,"7","1",,124425.159486168,90111126.9518489,"-13707275","5142404"
"955","19353","2016",CA,USF,KNF,GAP,"007501",2016/08/27 00:00:00,,"7",,30696,33011.44140625,"3","1",,186697.492348094,133592559.832285,"-13702275","5142404"
"956","19353","2016",CA,USF,KNF,GAP,"007501",2016/08/27 00:00:00,,"7",,30696,33011.44140625,"3","1",,186697.492348094,133592559.832285,"-13697275","5142404"
"957","19353","2016",CA,USF,KNF,GAP,"007501",2016/08/27 00:00:00,,"7",,30696,33011.44140625,"3","1",,186697.492348094,133592559.832285,"-13692275","5142404"
"958","17850","2014",CA,USF,KNF,BEAVER,"005497",2014/07/30 00:00:00,2014/10/08 00:00:00,"1",Merged with Cleghorn #5496,32496,32493.396484375,"7","1",,137501.8145021,131496109.64473,"-13687275","5142404"
"959","17850","2014",CA,USF,KNF,BEAVER,"005497",2014/07/30 00:00:00,2014/10/08 00:00:00,"1",Merged with Cleghorn #5496,32496,32493.396484375,"7","1",,137501.8145021,131496109.64473,"-13682275","5142404"
"960","10253","2000",CA,USF,KNF,BARK,"00000000",2000/07/21 00:00:00,2000/07/28 00:00:00,"9",,1720,1719.75622558594,"8","1","00000032",16733.9621546381,6959606.34656656,"-13677275","5142404"
